seed,対象,チェック,特殊能力,カテゴリ,player_type
202607090818,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビG、フライボールピッチャー、乱調、回復B、対ピンチD、対左打者D、打たれ強さB、立ち上がり○、送球D,架空球団用,スタミナ型
202607090833,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ナチュラルシュート、ノビC、回復D、対ピンチD、対左打者D、打たれ強さE、抜け球、緊急登板○、負け運、送球E,架空球団用,本格派
202607090857,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、低め○、回復D、対ピンチB、対左打者B、尻上がり、打たれ強さD、投手調子極端、牽制○、送球E,架空球団用,技巧派
202607090861,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、乱調、四球、回復F、対ピンチF、対左打者D、打たれ強さD、抜け球、送球D、重い球,架空球団用,変化球派
202607090870,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビC、回復B、奪三振、対ピンチC、対左打者F、打たれ強さE、立ち上がり○、軽い球、送球D、速球中心,架空球団用,本格派
202607090877,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさC、ノビE、フライボールピッチャー、回復E、変化球中心、奪三振、対ピンチD、対左打者D、尻上がり、打たれ強さD、投手調子安定、送球D,架空球団用,変化球派
202607090894,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、スロースターター、ノビD、回復E、対ピンチD、対左打者D、打たれ強さD、抜け球、送球D、逃げ球,架空球団用,本格派
202607090902,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさD、ノビA、回復D、対ピンチD、対左打者E、尻上がり、打たれ強さC、投手調子極端、抜け球、要所○、送球E,架空球団用,速球派
202607090906,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、回復D、対ピンチE、対左打者E、打たれ強さD、抜け球、要所○、送球G、速球中心,架空球団用,本格派
202607090912,投手,先発用特殊能力と先発適正,クイックB、クロスファイヤー、ケガしにくさC、ナチュラルシュート、ノビE、回復D、対ピンチE、対左打者D、尻上がり、打たれ強さD、送球D,架空球団用,本格派
202607090939,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさD、ノビD、回復D、安全圏○、対ピンチC、対ランナー、対左打者F、打たれ強さF、立ち上がり○、軽い球、送球D,架空球団用,スタミナ型
202607090948,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、乱調、回復E、対ピンチD、対左打者C、打たれ強さD、根性、送球C、重い球,架空球団用,スタミナ型
202607090960,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさC、ノビD、回復D、対ピンチD、対左打者F、尻上がり、打たれ強さF、投球位置右、火消し、短気、送球D,架空球団用,本格派
202607090972,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、乱調、回またぎ○、回復D、対ピンチE、対左打者E、打たれ強さC、送球D、速球中心,架空球団用,本格派
202607090973,投手,四球・抜け球・乱調と低コントロール,クイックD、クロスファイヤー、ケガしにくさE、テンポ○、ノビD、回またぎ○、回復E、対ピンチD、対左打者E、打たれ強さD、抜け球、根性、送球D、速球中心,架空球団用,スタミナ型
202607090977,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、スロースターター、ノビC、四球、回復E、対ピンチB、対左打者E、打たれ強さE、送球E,架空球団用,速球派
202607090986,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさC、ノビD、回復D、対ピンチD、対左打者E、打たれ強さD、抜け球、送球C,架空球団用,本格派
202607090986,投手,ノビ系と球速,クイックC、ケガしにくさC、ノビD、回復D、対ピンチD、対左打者E、打たれ強さD、抜け球、送球C,架空球団用,本格派
202607090989,投手,ノビ系と球速,クイックE、ケガしにくさE、スロースターター、ノビD、回復D、対ピンチA、対左打者B、打たれ強さD、送球D、速球中心,架空球団用,技巧派
202607091003,投手,ノビ系と球速,クイックC、ケガしにくさB、ノビF、内角攻め、回復D、寸前、対ピンチC、対左打者D、打たれ強さD、送球C,架空球団用,技巧派
202607091012,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさB、スロースターター、ノビD、回復E、対ピンチE、対左打者D、尻上がり、打たれ強さD、抜け球、要所○、送球F,架空球団用,変化球派
202607091013,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、回復E、対ピンチC、対ランナー、対左打者E、尻上がり、打たれ強さD、抜け球、送球G,架空球団用,速球派
202607091014,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさE、ノビE、フライボールピッチャー、回復C、対ピンチD、対左打者D、打たれ強さD、荒れ球、軽い球、送球F,架空球団用,変化球派
202607091018,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさC、ノビC、ボール先行、一発、回復D、安全圏○、対ピンチD、対左打者C、打たれ強さD、投手調子安定、要所○、送球D,架空球団用,変化球派
202607091027,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、回復D、対ピンチD、対ランナー×、対左打者F、打たれ強さD、抜け球、根性、送球C,架空球団用,速球派
202607091030,投手,ノビ系と球速,クイックC、ケガしにくさC、テンポ○、ノビE、回復F、変化球中心、対ピンチD、対左打者D、打たれ強さG、送球E,架空球団用,スタミナ型
202607091035,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビB、回復D、対ピンチC、対左打者A、打たれ強さF、送球E,架空球団用,技巧派
202607091043,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさF、ノビD、一発、乱調、回復D、対ピンチD、対左打者E、打たれ強さF、送球D,架空球団用,変化球派
202607091045,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビE、回復D、対ピンチD、対左打者C、打たれ強さC、送球D,架空球団用,技巧派
202607091050,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビF、乱調、力配分、回復C、対ピンチD、対左打者F、尻上がり、打たれ強さD、荒れ球、送球D,架空球団用,本格派
202607091053,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビD、乱調、回復E、対ピンチD、対左打者D、打たれ強さE、真っスラ、送球E,架空球団用,変化球派
202607091054,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、四球、回復G、対ピンチD、対左打者C、尻上がり、打たれ強さD、緊急登板○、要所○、送球D,架空球団用,本格派
202607091055,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさE、ノビG、回復G、対ピンチA、対ランナー、対左打者D、打たれ強さC、抜け球、緊急登板○、送球D、重い球,架空球団用,変化球派
202607091057,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビC、四球、回復E、対ピンチD、対左打者D、打たれ強さB、投球位置右、根性、送球D,架空球団用,本格派
202607091063,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビC、ボール先行、四球、回復D、奪三振、安全圏○、対ピンチD、対ランナー×、対左打者D、打たれ強さE、投球位置右、真っスラ、緊急登板○、送球C,架空球団用,速球派
202607091065,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビB、ボール先行、一発、回復B、対ピンチE、対左打者D、尻上がり、打たれ強さD、投球位置右、根性、火消し、送球E、速球中心,架空球団用,本格派
202607091074,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、回復D、奪三振、対ピンチE、対ランナー×、対左打者C、尻上がり、打たれ強さD、送球D,架空球団用,本格派
